labelpredict	labelreal	paragraph
0	0	Nonetheless, we seek to protect the integrity of our site and welcome any feedback about these sites.
0	0	Google's advertising requirements can be summed up by Google's Advertising Principles
0	0	They are put in place to provide a positive experience for users
0	0	We use Google AdSense Advertising on our website.
0	0	Google, as a third-party vendor, uses cookies to serve ads on our site
0	0	Google's use of the DART cookie enables it to serve ads to our users based on previous visits to our site and other sites on the Internet
0	0	Users may opt-out of the use of the DART cookie by visiting the Google Ad and Content Network privacy policy.
0	0	We have implemented the following:
0	0	Demographics and Interests Reporting
0	0	We, along with third-party vendors such as Google, use first-party cookies (such as the Google Analytics cookies) and third-party cookies (such as the DoubleClick cookie) or other third-party identifiers together to compile data regarding user interactions with ad impressions and other ad service functions as they relate to our website.
0	0	Users can set preferences for how Google advertises to you using the Google Ad Settings page
0	0	Alternatively, you can opt out by visiting the Network Advertising Initiative Opt-Out page or by using the Google Analytics Opt-Out Browser add-on.
0	0	California Online Privacy Protection Act
0	0	CalOPPA is the first state law in the nation to require commercial websites and online services to post a privacy policy
0	0	The law's reach stretches well beyond California to require any person or company in the United States (and conceivably the world) that operates websites collecting Personally Identifiable Information from California consumers to post a conspicuous privacy policy on its website stating exactly the information being collected and those individuals or companies with whom it is being shared
0	0	- See more at: http://consumercal.org/california-online-privacy-protection-act-caloppa/#sthash.0FdRbT51.dpuf
0	0	According to CalOPPA, we agree to the following:
0	0	Users can visit our site anonymously.
0	0	Once this privacy policy is created, we will add a link to it on our homepage or as a minimum, on the first significant page after entering our website.
0	0	Our Privacy Policy link includes the word 'Privacy' and can easily be found on the page specified above.
0	0	You will be notified of any Privacy Policy changes:
0	0	On our Privacy Policy Page
6	0	You can change your personal information:
6	0	By logging in to your account
0	0	How does our site handle Do Not Track signals?
0	0	We don't honor Do Not Track signals and Do Not Track, plant cookies, or use advertising when a Do Not Track (DNT) browser mechanism is in place
0	0	We don't honor them because: our product won't work.
0	0	Does our site allow third-party behavioral tracking?
0	0	It's also important to note that we allow third-party behavioral tracking.
0	0	COPPA (Children Online Privacy Protection Act)
0	0	When it comes to the collection of personal information from children under the age of 13 years old, the Children's Online Privacy Protection Act (COPPA) puts parents in control
0	0	The Federal Trade Commission, United States' consumer protection agency, enforces the COPPA Rule, which spells out what operators of websites and online services must do to protect children's privacy and safety online.
0	0	We do not specifically market to children under the age of 13 years old.
0	0	The CAN-SPAM Act is a law that sets the rules for commercial email, establishes requirements for commercial messages, gives recipients the right to have emails stopped from being sent to them, and spells out tough penalties for violations.
1	0	We collect your email address in order to:
0	0	Market to our mailing list or continue to send emails to our clients after the original transaction has occurred.
0	0	Authorize and authenticate you as a user of our services and provide additional functionality such as tracking your purchases, providing access to additional content and your progress within the application
0	0	To be in accordance with CAN-SPAM, we agree to the following:
0	0	Not use false or misleading subjects or email addresses.
0	0	Identify the message as an advertisement in some reasonable way.
0	0	Include the physical address of our business or site headquarters.
0	0	Monitor third-party email marketing services for compliance, if one is used.
0	0	Honor opt-out/unsubscribe requests quickly.
0	0	Allow users to unsubscribe by using the link at the bottom of each email.
0	0	If at any time you would like to unsubscribe from receiving future emails, you can follow the instructions at the bottom of each email and we will promptly remove you from all correspondence.
4	0	If there are any questions regarding this privacy policy, you may contact us using the email below:
4	4	contact [at] mondly [dot] com
0	0	This page places and reads third party cookies on your browser that are used for non-essential purposes including targeting of ads
0	0	Through these cookies, Twitter, Facebook, and LinkedIn collect personal data about you for their own purposes.
0	0	MoPub Privacy Policy
0	0	MoPub, a division of Twitter, Inc
0	0	and Twitter International Company, provides advertising technology services that allow publishers of mobile applications (âappsâ? to show ads in their apps, and for advertisers to reach audiences that may be interested in their products or services
0	0	MoPubâs suite of advertising technology includes the MoPub Software Development Kit (MoPub SDK) and Application Programming Interfaces, the MoPub advertising exchange, and the MoPub websites (collectively, the âMoPub Servicesâ?.
0	0	We work with Publisher Partners, Advertising Demand Partners, Supported Advertising Mediation Partners, Data Partners, and Fraud and Measurement Partners (collectively, âMoPub Partnersâ? in order to provide the MoPub Services
0	0	Unless otherwise noted in our partner list, MoPub Partners are each independent controllers of your data
0	0	You can view the current list of MoPub Partners with whom we share your data here.
0	0	This Privacy Policy explains how MoPub collects, uses, shares, or otherwise processes personal data.
0	0	Section 1 describes how we process personal data about you to serve and personalize advertising when you use an app that has integrated the MoPub Services, and how you can exercise control over our processing of your personal data.
0	0	Section 2 describes how we process personal data about you if you visit MoPub.com.
0	0	Section 3 describes how we process personal data about you if you are a Publisher Partner or Advertising Demand Partner that uses the MoPub Services.
0	0	The last section covers other important information that applies to all our personal data processing activities, and explains how you can reach us with thoughts or questions about this Privacy Policy.
0	0	Section 1: Personal Data We Process to Serve and Personalize Advertising
0	0	Personal Data We Collect About You Through Apps
0	0	When you use an app that has integrated the MoPub Services, we collect personal data about you
1	0	The MoPub Services are designed to avoid collecting information such as your name, address, or email address, but 
0	1	the personal data we collect does enable us to recognize your device over time and across apps
0	0	Depending on where you live and your privacy choices, the personal data we collect includes:
0	1	Device identifiers such as your IP address, iOS Identifier for Advertising (IDFA), Android Advertising ID, or a MoPub-specific identifier
0	0	Your precise geo-location, when location services have been enabled for an app on your device that has integrated the MoPub Services
0	0	Note that when location services have not been enabled in any of your apps that have integrated the MoPub Services, we will still infer data about your location based on your IP address.
0	0	Information that a Publisher Partner has collected about you and shared with MoPub, such as demographic information (e.g., your age or gender) or information about your interests, to help make the ads served to you more relevant.
0	1	Information about your device, such as the type and model, manufacturer, operating system (e.g
0	1	iOS or Android), carrier name, mobile browser (e.g., Chrome, Safari), and screen size
0	1	Information about your app usage, including the apps on your device that use the MoPub Services and the version of such apps, the app on your device that is requesting an ad, the start/stop time of your app session, your current time zone, and your network connection type
0	0	 (e.g., WiFi, cellular).
0	0	Information about ads served, viewed, or clicked on, such as the type of ad, where the ad was served, whether you clicked on it, and whether you visited the advertiserâs website or downloaded the advertiserâs app.
0	3	How We Use the Personal Data We Collect About You Through Apps
3	3	We use the personal data we collect about you through apps that have integrated the MoPub Services for the following purposes:
0	0	Serving Ads: Allowing Publisher Partners to offer advertising inventory in their apps, and Advertising Demand Partners to bid on and fill that inventory with ads.
0	0	Interest-Based Advertising: Allowing Data Partners and Advertising Demand Partners to infer what you may be interested in and to serve ads to you based on these inferred interests If you are located outside of the European Economic Area, the United Kingdom, and Switzerland, MoPub may also directly create an interest profile about you in order to help our Advertising Demand Partners serve the best ads to you
0	0	MoPubâs policies prohibit MoPub Partners from sending, or targeting advertisements based on, information that we consider sensitive or are prohibited by law, such as race, religion, politics, sex life, or health.
0	0	Geo-Targeting: Allowing MoPub and Advertising Demand Partners to serve ads based on your current or prior location, including through location-based targeting segments created by Data Partners.
0	0	Ad Reporting and Conversions: Reporting to Advertising Demand Partners information about when and how you have been exposed to their ads or clicked on their ads, and reporting to Publisher Partners information about when and how ads were shown on their properties and were clicked on.
0	0	Frequency Capping: Preventing you from seeing the same ad or type of ad too many times.
0	0	Fraud Detection and Prevention: Identifying invalid clicks (or ad queries) and protecting MoPub and Advertising Demand Partners from fraudulent behavior.
0	3	Providing and Operating Our Services: Auditing, researching, and analyzing data in order to maintain, protect, and improve our Services, and to ensure that our technologies function properly
0	0	How We Share the Personal Data We Collect About You Through Apps
0	3	We share personal data that we collect about you through apps that have integrated the MoPub Services for the following purposes:
0	0	We share personal data with Advertising Demand Partners so that they can decide whether to bid on ad inventory or serve an advertisement and choose the best ad for you on our mobile advertising exchange and across the broader advertising ecosystem
0	0	MoPub Advertising Demand Partners are obligated to use the information they receive in compliance with applicable laws and regulations.
0	0	We share personal data with Data Partners in order to create demographic and interest segments to help Advertising Demand Partners choose the best ad for you on our mobile advertising exchange and across the broader advertising ecosystem.
0	0	We share personal data with Fraud and Measurement Partners in order to help with anti-fraud, quality, and security efforts to ensure the safety, security, privacy, and accuracy of the MoPub Services and the broader advertising ecosystem.
0	0	We share aggregate information with Advertising Demand Partners and Publisher Partners to help them measure the effectiveness and value of our Services
0	0	For example, we provide Advertising Demand Partners with reports showing how many users viewed or clicked on their ads
0	0	We also provide Publisher Partners with reports about the types of ads served to their apps.
0	0	We share personal data with MoPub Partners so that they can build and improve their products and services for use on MoPub and across the broader advertising ecosystem
0	0	For example, your device identifier may be used by a Fraud and Measurement Partner to improve the fraud detection services that they offer both to MoPub and other advertising companies.
0	0	We engage service providers to perform functions and provide services to us and MoPub Partners in the United States, Ireland, and other countries
0	0	We may share the personal data we collect with such service providers subject to obligations consistent with this Privacy Policy and any other appropriate confidentiality and security measures, and on the condition that they use your information only on our behalf and pursuant to our instructions.
0	0	Controlling the Processing of Your Personal Data for Personalized Advertising
0	0	We give you control over the types of personal data we collect from you and how we process that personal data to personalize your advertising experience.
0	0	European Economic Area, the United Kingdom and Switzerland
0	0	Consent: If you are located in the European Economic Area, the United Kingdom, or Switzerland, Publisher Partners who would like us to serve you personalized ads must first obtain your consent so that MoPub and our partners can process your personal data for this purpose
0	0	Some Publisher Partners may choose to obtain your consent for this purpose even if you are located outside of these regions
0	0	If you provide your consent, we will collect, use, share, and otherwise process all of the personal data described above for the purpose of serving you personalized advertising that MoPub and our partners believe is most relevant to you.
0	8	If you decide that you do not want a personalized advertising experience, we will not process your personal data for this purpose.
0	0	 For example, we will not collect, use, or share your iOS Identifier for Advertising or Android Advertising Identifier, your precise location data, or your demographic or interest information
0	0	However, we will still serve you contextual advertising -- ads targeted to the content or type of app you are using (for example, serving an ad for a video game to a gaming app).
0	8	Withdrawal of Consent: You can withdraw your consent to MoPubâs personalized advertising experience at any time.
0	0	Publisher Partners may provide a way for you to withdraw your consent directly from within an app
0	0	If you withdraw your consent from within an app, we will no longer collect, use, share, or otherwise process personal data from that app to personalize your advertising experience.
0	0	In addition, you can use your device settings to let us know that you wish to withdraw your consent to MoPubâs personalized advertising experience across all of your apps on that device.
0	0	On iOS, you may withdraw your consent by enabling the âLimit Ad Trackingâ?setting.
0	0	On Android devices, you may withdraw your consent by enabling the âOpt out of Ads Personalizationâ?setting.
0	0	The next time you use an app that has integrated the MoPub Service on that device, we will effectuate your withdrawal of consent, and we will no longer collect, use, share, or otherwise process personal data from that device to personalize your advertising experience.
0	2	Unless we have another legal basis for storing your personal data, we will also delete or de-identify the personal data we have stored about you within 30 days when you use one of these methods to withdraw consent.
0	0	 We will also inform our current MoPub Partners if you withdraw your consent so that they, as independent controllers of your personal data, can also respect your choice to withdraw consent.
0	0	Even if you do not consent to a personalized advertising experience, or you later withdraw such consent, we will still process your personal data when necessary to comply with law or to support our legitimate interests, as described below.
0	0	Legal Necessity: 
0	3	We will process personal data as necessary to comply with law
0	3	For example, we will collect your IP address to perform a lookup of your country so that we know whether you are located in the European Economic Area, the United Kingdom, or Switzerland
0	0	, but we will truncate the last octet of your IP address before we process it for this purpose, and we will not share your full IP address or retain it internally
0	0	Similarly, if you consent to our personalized advertising experience, but later withdraw such consent, we will continue to retain a record of the iOS Identifier for Advertising or Android Advertising ID of your device for the purpose of recording when you consented and withdrew consent from our processing of your personal data
0	0	As part of your withdrawal of consent request, we will also make available the iOS Identifier for Advertising or Android Advertising ID of your device to our current MoPub Partners so that they, as independent controllers of your personal data, can also respect your choice to withdraw consent.
0	0	Legitimate Interests: We will process personal data as necessary to support our legitimate interests, but we will protect your privacy in doing so
0	0	For example, even if you do not consent to a personalized advertising experience, we will still:
0	0	Generate, collect, and use a short-lived MoPub-specific ID for the purpose of frequency capping -- to prevent you from seeing the same contextual ad too many times
0	0	In order to protect your privacy, we will reset this identifier every 24 hours, and we will not share it with MoPub Partners or any other third parties.
0	0	Receive and send your IP address to our service providers for purposes of detecting invalid clicks and other fraudulent activity on MoPub
0	0	In order to protect your privacy, we contractually prohibit our service providers from using this data for any other purpose, and we do not share your full IP address with any other MoPub Partners or retain it internally.
0	0	Continue to receive personal data from apps that have not been updated to the latest version of the MoPub SDK
0	0	In order to provide continuity of our Services to our Publisher Partners and give their users sufficient time to update their apps to versions using the latest SDK, we will continue to support older versions of the SDK during a short transition period
0	0	During this time, we will continue to receive personal data such as your iOS Identifier for Advertising or Android Advertising ID from older versions of the SDK; however, in order to protect your privacy, we will not store, use, or share such personal data, and we will only return contextual ads to you if you use one of these apps in the European Economic Area, the United Kingdom, or Switzerland
0	0	After March 31, 2019, we will stop returning ads to older versions of our SDK in these countries.
0	0	United States and Other Countries
0	0	Opt Out: If you are located in the United States or another country outside the European Economic Area, the United Kingdom, and Switzerland, you can opt out of receiving personalized advertising by using your applicable device settings:
0	0	On iOS, you may opt out by enabling the âLimit Ad Trackingâ?setting.
0	0	On Android devices, you may opt out by enabling the âOpt out of Ads Personalizationâ?setting.
0	0	If you opt out through your device settings, MoPub will send your opt-out preference with each request for an advertisement sent to our Advertising Demand Partners
0	0	MoPub requires that our Advertising Demand Partners honor opt-out preferences expressed using these controls by only serving contextual advertisements in response to such ad requests, and prohibits the use of any data contained in such ad requests to serve personalized advertising or to create a profile of the user or device.
0	0	Accessing, Restricting, and Rectifying Personal Data We Collect About You Through Apps, and Objecting to Our Use of Such Personal Data
0	0	MoPub collects the minimum amount of personal data about you that is necessary to provide the MoPub Services
0	0	As a result, we do not have sufficient information available to provide secure, authenticated access to the personal data that we store about you or to confirm that specific personal data relates to you
0	8	However, as noted above, if you live in the European Economic Area, the United Kingdom, or Switzerland, you can exercise control over whether we continue to process your personal data, and request that we delete or de-identify such personal data, by withdrawing your consent at any time
0	8	You can also contact us using the details below.
0	6	Unless we have another legal basis for storing your personal data, if you are located in the European Economic Area, the United Kingdom, or Switzerland, we will delete or de-identify the personal data we have stored about you within 30 days of when you withdraw your consent.
0	0	Privacy Practices of MoPub Partners
0	0	MoPub requires MoPub Partners, who are each independent controllers of your personal data, to comply with all applicable laws and regulations, to comply with the MoPub Publisher Partner Policies and Advertising Demand Partner Policies, and to provide you with sufficient notice of their processing of your personal data.
0	0	When you consent to MoPubâs processing of your personal data, you are also consenting to the processing of your personal data by the MoPub Partners with whom we share your data
0	8	If you withdraw your consent (if you are located in the European Economic Area, the United Kingdom, or Switzerland) or opt-out (if you are located in the United States or another country), we will also inform our current MoPub Partners with whom we have shared your data of your withdrawal or opt-out so that they, as independent controllers of your personal data, can also respect your choice.
0	0	 MoPub Partners may also have separate legal bases for collecting, using, retaining, and sharing your personal data
0	0	For example, some Publisher Partners and Supported Advertising Mediation Partners may mutually agree to process your personal data for personalized advertising purposes on the basis of legitimate interests
0	0	While MoPub is not involved in the processing of your personal data in these cases, our policies require partners to provide visible notice when they choose to process your personal data in this manner.
0	0	We encourage you to read MoPub Partnersâ?policies to understand their privacy practices, the legal bases for their processing of your personal data, and any additional options that they provide for exercising control over such processing.
0	0	MoPub does not permit the MoPub Services to be used to collect information from apps directed to children under the age of 13 for purposes of personalized advertising
0	0	MoPub may collect information from apps directed to children for other purposes, such as serving advertisements based on contextual information, like the the content or type of app you are using (for example, serving an ad for a video game to a gaming app).
0	0	In addition, if you live in the European Economic Area, the United Kingdom, or Switzerland, you must be at least 16 years of age to consent to MoPubâs personalized advertising experience
0	0	MoPub does not collect or otherwise process personal data from individuals in the European Economic Area, the United Kingdom, and Switzerland whom it knows to be under 16 years of age, except to comply with law or to support our legitimate interests as described above.
0	0	Section 2: Personal Data We Process If You Visit MoPub.com
0	0	Personal Data We Collect When You Visit MoPub.com
0	0	When you visit MoPub.com, 
0	1	our servers automatically record certain personal data in our log files
1	1	This web log information includes your IP address, browser type, operating system, the referring web page, pages visited, and cookie information.
0	0	 Like many websites, we use web log information, along with cookies, pixels, and similar technologies, to operate our websites, better understand how they are used, resolve technical problems, and enhance your experience on our sites.
0	0	Cookies are small files that websites place on your computer as you browse the web
0	0	A pixel is a small amount of code on a web page and is often used in connection with cookies
0	0	Most web browsers automatically accept cookies
0	0	In many cases you can instruct your browser, by changing its settings, to stop accepting cookies or to prompt you before accepting a cookie from the websites you visit
0	0	However, some features of our sites, such as those made available to Publisher Partners and Advertising Demand Partners, may not function properly if you disable cookies.
0	0	Personal Data We Share When You Visit MoPub.com
0	0	We use a variety of third-party services, such as Google Analytics and Mixpanel, to help operate and understand the use of our websites
0	0	We may share personal data, such as cookie information, with such service providers subject to obligations consistent with this Privacy Policy and any other appropriate confidentiality and security measures.
0	0	Section 3: Personal Data We Process If You Are a Publisher or Advertising Demand Partner
0	0	Personal Data We Collect From Publisher and Advertising Demand Partners
1	1	To become a Publisher Partner or Advertising Demand Partner, you will be asked to provide certain personal data, including your name, email address, physical address, phone number, and company name
1	0	You may be asked to provide additional personal data such as a username and password to register for a MoPub account.
0	3	 This information is used to provide the MoPub Services and to send information about the MoPub Services
0	0	To opt out of receiving promotional information, please follow the unsubscribe instructions in any of our promotional emails.
0	0	If you are a Publisher Partner, you also will be asked to provide personal data through our third-party payments processor so that we can fulfill payment to you.
0	0	We will also collect web log information when you use our publisher and advertising demand portals on MoPub.com, as explained in Section 2.
0	0	Accessing or Rectifying Your Personal Data as a Publisher Partner or Advertising Demand Partner
5	5	We provide you with account tools to access
6	0	, correct, or 
0	7	modify personal data you have provided to us in association with your Publisher Partner or Advertising Demand Partner account.
6	0	 If you wish to delete your account, you may do so by logging into the publisher or advertising demand portal on MoPub.com and following the instructions to request account deletion
2	0	Unless we have another legal basis to store your personal data, such as compliance with tax or accounting laws, we will delete or de-identify the personal data we have stored about you upon your request to delete your account.
0	0	Personal Data We Share and Disclose About Our Publisher Partners and Advertising Demand Partners
0	0	We may disclose personal data about you when necessary to provide the MoPub Services, such as for account inquiries or verification, or to enable participation in certain features of our mobile advertising exchange
0	0	We may also share information within our corporate family to provide, understand, or improve their or our services.
0	0	Other Important Information
0	0	Law, Harm, and the Public Interest
0	0	Notwithstanding anything to the contrary in this Privacy Policy or controls we may otherwise offer you, we may preserve or disclose information if we believe that it is reasonably necessary to comply with a law, regulation, legal process, or governmental request; to protect the rights or safety of any person; to address fraud, security or technical issues; or to protect the rights or property of MoPub or MoPub Partners.
0	0	Change of Ownership
0	0	In the event that we are involved in a bankruptcy, merger, acquisition, reorganization, or sale of assets, your personal data may be sold or transferred as part of that transaction
0	0	This Privacy Policy will apply to your personal data as transferred to the new entity.
0	0	Additional Information or Assistance
4	0	Thoughts or questions about this Privacy Policy? Please, let us know by contacting us here or writing to us at the appropriate address below.
0	0	If you live in the United States, the data controller responsible for your personal data is Twitter, Inc
0	0	with an address of:
0	0	Attn: Privacy Policy Inquiry
0	0	1355 Market Street, Suite 900
0	0	San Francisco, CA 94103
0	0	If you live outside the United States, the data controller is Twitter International Company, with an address of:
0	0	Twitter International Company
4	0	Attn: Data Protection Officer
0	0	One Cumberland Place, Fenian Street
0	4	Dublin 2, D02 AX07 IRELAND
0	0	If you are located in the European Economic Area or EFTA States, you can confidentially contact Twitterâs Data Protection Officer here
10	0	If you wish to raise a concern about our use of your information (and without prejudice to any other rights you may have), you have the right to do so with your local supervisory authority or Twitter International Companyâs lead supervisory authority, the Irish Data Protection Commission
0	0	You can find their contact details here.
0	0	Our Global Operations and Privacy Shield
0	0	To bring you our services, we operate globally
0	0	Where the laws of your country allow you to do so, you authorize us to transfer, store, and use your data in the United States, Ireland, and any other country where we operate
0	0	In some of the countries to which we transfer personal data, the privacy and data protection laws and rules regarding when government authorities may access data may vary from those of your country
0	0	Learn more about our global operations and data transfer here.
0	0	When we transfer personal data outside of the European Union or EFTA States, we ensure an adequate level of protection for the rights of data subjects based on the adequacy of the receiving countryâs data protection laws, contractual obligations placed on the recipient of the data (model clauses may be requested by inquiry as described below), or EU-US and Swiss-US Privacy Shield principles.
0	0	complies with the EU-US and Swiss-US Privacy Shield principles (the âPrinciplesâ? regarding the collection, use, sharing, and retention of personal data from the European Union and Switzerland, as described in our EU-US Privacy Shield certification and Swiss-US Privacy Shield certification.
10	0	If you have a Privacy Shield-related complaint, please contact us here
0	0	As part of our participation in Privacy Shield, if you have a dispute with us about our adherence to the Principles, we will seek to resolve it through our internal complaint resolution process, alternatively through the independent dispute resolution body JAMS, and under certain conditions, through the Privacy Shield arbitration process.
0	0	Privacy Shield participants are subject to the investigatory and enforcement powers of the US Federal Trade Commission and other authorized statutory bodies
0	0	Under certain circumstances, participants may be liable for the transfer of personal data from the EU or Switzerland to third parties outside the EU and Switzerland
0	0	Learn more about the EU-US Privacy Shield and Swiss-US Privacy Shield here.
0	0	Changes to This Privacy Policy
0	0	We may revise this Privacy Policy from time to time
0	0	The most current version of the policy will govern our processing of your personal data and will always be at https://www.mopub.com/privacy
0	0	If we make a change to this policy that, in our sole discretion, is material, we will notify you via a banner on this website or, if you are a Publisher Partner or Advertising Demand Partner, an email to the email address associated with your account
0	0	By continuing to access or use an app containing the MoPub Services after those changes become effective, you agree to be bound by the revised Privacy Policy.
0	0	Effective: August 9, 2018
0	0	MoPub Marketer Program
0	0	Terms of Service
0	0	TWITTER, MOPUB, and the Bird logo are trademarks of Twitter, Inc
0	0	or its affiliates
0	0	All third party logos and trademarks included are the property of their respective owners.
0	0	Â©2019 MoPub (a division of Twitter, Inc.)
0	0	HOME Â» PRIVACY POLICY
0	0	We are very delighted that you have shown interest in our enterprise
0	0	Data protection is of a particularly high priority for the management of the Carly Solutions GmbH Co KG
0	0	The use of the Internet pages of the Carly Solutions GmbH Co KG is possible without any indication of personal data; however, if a data subject wants to use special enterprise services via our website, processing of personal data could become necessary
0	0	If the processing of personal data is necessary and there is no statutory basis for such processing, we generally obtain consent from the data subject.
0	0	The processing of personal data, such as the name, address, e-mail address, or telephone number of a data subject shall always be in line with the General Data Protection Regulation (GDPR), and in accordance with the country-specific data protection regulations applicable to the Carly Solutions GmbH Co KG
0	0	By means of this data protection declaration, our enterprise would like to inform the general public of the nature, scope, and purpose of the personal data we collect, use and process
0	0	Furthermore, data subjects are informed, by means of this data protection declaration, of the rights to which they are entitled.
0	0	As the controller, the Carly Solutions GmbH Co KG has implemented numerous technical and organizational measures to ensure the most complete protection of personal data processed through this website
0	0	However, Internet-based data transmissions may in principle have security gaps, so absolute protection may not be guaranteed
0	0	For this reason, every data subject is free to transfer personal data to us via alternative means, e.g
0	0	The data protection declaration of the Carly Solutions GmbH Co KG is based on the terms used by the European legislator for the adoption of the General Data Protection Regulation (GDPR)
0	0	Our data protection declaration should be legible and understandable for the general public, as well as our customers and business partners
0	0	To ensure this, we would like to first explain the terminology used.
0	0	In this data protection declaration, we use, inter alia, the following terms:
0	0	a)    Personal data
0	0	Personal data means any information relating to an identified or identifiable natural person (âdata subjectâ?
0	0	An identifiable natural person is one who can be identified, directly or indirectly, in particular by reference to an identifier such as a name, an identification number, location data, an online identifier or to one or more factors specific to the physical, physiological, genetic, mental, economic, cultural or social identity of that natural person.
0	0	b) Data subject
0	0	Data subject is any identified or identifiable natural person, whose personal data is processed by the controller responsible for the processing.
0	0	c)    Processing
0	0	Processing is any operation or set of operations which is performed on personal data or on sets of personal data, whether or not by automated means, such as collection, recording, organisation, structuring, storage, adaptation or alteration, retrieval, consultation, use, disclosure by transmission, dissemination or otherwise making available, alignment or combination, restriction, erasure or destruction.
7	0	d)    Restriction of processing
0	0	Restriction of processing is the marking of stored personal data with the aim of limiting their processing in the future.
0	0	e)    Profiling
0	0	Profiling means any form of automated processing of personal data consisting of the use of personal data to evaluate certain personal aspects relating to a natural person, in particular to analyse or predict aspects concerning that natural personâs performance at work, economic situation, health, personal preferences, interests, reliability, behaviour, location or movements.
0	0	f)     Pseudonymisation
0	0	Pseudonymisation is the processing of personal data in such a manner that the personal data can no longer be attributed to a specific data subject without the use of additional information, provided that such additional information is kept separately and is subject to technical and organisational measures to ensure that the personal data are not attributed to an identified or identifiable natural person.
0	0	g)    Controller or controller responsible for the processing
0	0	Controller or controller responsible for the processing is the natural or legal person, public authority, agency or other body which, alone or jointly with others, determines the purposes and means of the processing of personal data; where the purposes and means of such processing are determined by Union or Member State law, the controller or the specific criteria for its nomination may be provided for by Union or Member State law.
0	0	h)    Processor
0	0	Processor is a natural or legal person, public authority, agency or other body which processes personal data on behalf of the controller.
0	0	i)      Recipient
0	0	Recipient is a natural or legal person, public authority, agency or another body, to which the personal data are disclosed, whether a third party or not
0	0	However, public authorities which may receive personal data in the framework of a particular inquiry in accordance with Union or Member State law shall not be regarded as recipients; the processing of those data by those public authorities shall be in compliance with the applicable data protection rules according to the purposes of the processing.
0	0	j)      Third party
0	0	Third party is a natural or legal person, public authority, agency or body other than the data subject, controller, processor and persons who, under the direct authority of the controller or processor, are authorised to process personal data.
0	0	k)    Consent
0	0	Consent of the data subject is any freely given, specific, informed and unambiguous indication of the data subjectâs wishes by which he or she, by a statement or by a clear affirmative action, signifies agreement to the processing of personal data relating to him or her.
0	0	Name and Address of the controller
0	0	Controller for the purposes of the General Data Protection Regulation (GDPR), other data protection laws applicable in Member states of the European Union and other provisions related to data protection is:
0	0	Carly Solutions GmbH Co KG
4	4	Website: www.mycarly.com
0	0	Name and Address of the Data Protection Officer
0	0	The Data Protection Officer of the controller is:
0	0	Carly Solutions GmbH Co KG
4	4	Any data subject may, at any time, contact our Data Protection Officer directly with all questions and suggestions concerning data protection.
0	0	The Internet pages of the Carly Solutions GmbH Co KG use cookies
0	0	Cookies are text files that are stored in a computer system via an Internet browser.
0	0	Many Internet sites and servers use cookies
0	0	Many cookies contain a so-called cookie ID
0	0	A cookie ID is a unique identifier of the cookie
0	0	It consists of a character string through which Internet pages and servers can be assigned to the specific Internet browser in which the cookie was stored
0	0	This allows visited Internet sites and servers to differentiate the individual browser of the dats subject from other Internet browsers that contain other cookies
0	0	A specific Internet browser can be recognized and identified using the unique cookie ID.
0	0	Through the use of cookies, the Carly Solutions GmbH Co KG can provide the users of this website with more user-friendly services that would not be possible without the cookie setting.
0	0	By means of a cookie, the information and offers on our website can be optimized with the user in mind
0	0	Cookies allow us, as previously mentioned, to recognize our website users
0	0	The purpose of this recognition is to make it easier for users to utilize our website
0	0	The website user that uses cookies, e.g
0	0	does not have to enter access data each time the website is accessed, because this is taken over by the website, and the cookie is thus stored on the userâs computer system
0	0	Another example is the cookie of a shopping cart in an online shop
0	0	The online store remembers the articles that a customer has placed in the virtual shopping cart via a cookie.
0	0	The data subject may, at any time, prevent the setting of cookies through our website by means of a corresponding setting of the Internet browser used, and may thus permanently deny the setting of cookies
0	0	Furthermore, already set cookies may be deleted at any time via an Internet browser or other software programs
0	0	This is possible in all popular Internet browsers
0	0	If the data subject deactivates the setting of cookies in the Internet browser used, not all functions of our website may be entirely usable.
0	0	Collection of general data and information
0	0	The website of the Carly Solutions GmbH Co KG collects a series of general data and information when a data subject or automated system calls up the website
0	0	This general data and information are stored in the server log files
0	1	Collected may be (1) the browser types and versions used, (2) the operating system used by the accessing system, (3) the website from which an accessing system reaches our website (so-called referrers), (4) the sub-websites, (5) the date and time of access to the Internet site, (6) an Internet protocol address (IP address), (7) the Internet service provider of the accessing system, and (8) any other similar data and information that may be used in the event of attacks on our information technology systems
0	0	When using these general data and information, 
0	3	the Carly Solutions GmbH Co KG does not draw any conclusions about the data subject
0	3	Rather, this information is needed to (1) deliver the content of our website correctly, (2) optimize the content of our website as well as its advertisement, (3) ensure the long-term viability of our information technology systems and website technology, and (4) provide law enforcement authorities with the information necessary for criminal prosecution in case of a cyber-attack.
0	0	 Therefore, the Carly Solutions GmbH Co KG analyzes anonymously collected data and information statistically, with the aim of increasing the data protection and data security of our enterprise, and to ensure an optimal level of protection for the personal data we process
0	0	The anonymous data of the server log files are stored separately from all personal data provided by a data subject.
0	0	Registration on our website
0	0	The data subject has the possibility to register on the website of the controller with the indication of personal data
0	0	Which personal data are transmitted to the controller is determined by the respective input mask used for the registration
0	0	The personal data entered by the data subject are collected and stored exclusively for internal use by the controller, and for his own purposes
0	0	The controller may request transfer to one or more processors (e.g
0	0	a parcel service) that also uses personal data for an internal purpose which is attributable to the controller.
