labelpredict	labelreal	review
0	3	Social Connect Information: WeChat: Open ID, profile photo, alias, gender, region¡¢Facebook: Name, Facebook ID, profile picture£¬Use £ºWe use this information to: ?create your account for the Game in accordance with your request; ??share in-game photos on Facebook at your request.
0	3	Generated Open ID£¬Use£ºWe generate this and use this to store your Game data (including level and progress) with your profile
3	3	Game Play Statistics (Level, Score/s)£¬Use£ºWe use this information to provide you with feedback and information about your gameplay and progress.
3	3	IP Address£¬Use£ºWe use this information to improve our services, including the functionality of the Game.
3	3	Device ID, Device Information£¬Use£ºWe use this information: ??to improve our services, including the functionality of the Game; ??for security and verification purposes; ??identify and address bugs and assess game function for optimisation; and ??to combat users registering for multiple accounts.
0	3	Advertising ID£¬Use£ºIf you click on a link that advertises the Game, we store the Advertising ID for that advertisement with your profile.
0	3	Chat Data£¬Use£ºIf you enable chat services (audio or text) then we will process such data in order to deliver your messages to other users.
0	3	Transaction Records: payments on Google Play or iOS App Store £¬Use£ºWe use this information to maintain a record of your transaction history.
0	3	Customer Support Ticket ID & User Communications with Support£¬Use£ºWe use this information to:??improve our services;??provide troubleshooting such as addressing and remediating technical issues and bugs.
3	3	Security-Related Information£¬Use£ºWe use this information:??for security and verification purposes;?identify and address bugs and assess game function for optimis ation; ?solve game crashes and optimise compatibility of devices with the game; and ?to combat users registering for multiple accounts.
3	0	In all of the above cases and purposes, we may analyze, profile and segment all collected data
0	0	Legal Basis for Processing
0	0	If you are a resident of the European Union, we rely on a number of legal grounds to process information about you
0	0	For example, we will process information about you where we have your consent, where we have a legitimate interest to do so, where the processing is necessary for the performance of a contract with you, and where we have a legal obligation to process your information
0	0	For example, we rely on our legitimate interests to serve targeted marketing and on contractual necessity to process information when you create an account
0	4	To learn more about the legal grounds on which we rely to process your information for any particular purpose, please contact us via the options in Contact & Complaints below.
3	0	3.How We Share Your Personal Information
0	0	We share your personal information with selected third parties in and outside your country, including:
0	0	Social features are a core component of our games
0	0	Other players and users may, for example, see your profile data, in-game activities and read the messages you have posted.
0	0	partners working for Tap4Fun
0	0	Tap4Fun has partners to perform services for us
0	0	These partners process your data only at and according to Tap4Fun ¡äs instructions to provide the Service, such as hosting, player support, advertising, analytics and fraud prevention.
3	0	In order to combat fraud and illegal activity, we may exchange data with other companies and organizations and provide it to public authorities in response to lawful requests
0	0	We may also disclose your data based on your consent, to comply with the law or to protect the rights, property or safety of us, our players or others.
0	0	lated group companies(Tap4Fun(Hong Kong)Limited
0	0	with whom we share your personal information to operate the Game Services;
0	0	a third party that acquires all or substantially all of us or our business
0	0	We will disclose information to a third party in the event that we sell or buy any business or undergo a merger, in which case we will disclose your data to the prospective buyer of such business
0	0	We will also disclose information to a third party if we sell, buy, merge or partner with other companies or businesses, or sell some or all of our assets
0	0	In such transactions, user information may be among the transferred assets.
2	2	We will retain your personal information as described below (except if otherwise required to be retained by applicable law)
2	0	until account deletion in accordance with your request) and then deleted within 30 days.
2	0	until account deletion in accordance with your request or you revoke access to your social media account) and then deleted within 30 days
0	0	Social Connect Information:Facebook£¬Retention Policy£ºStored for the lifetime of your use of the Game, until account deletion in accordance with your request, upon which it will be deleted within 15 days.Where you do not request for account deletion, such data will be retained for 1 year after the Game is shut down, before it is deleted
0	0	Game Play Statistics (Level, Heroes, Score/s) £¬Retention Policy£ºStored for the lifetime of your use of the Game, until account deletion in accordance with your request, upon which it will be deleted within 15 days
2	0	Where you do not request for account deletion, such data will be retained for 1 year after the Game is shut down, before it is deleted.
0	0	Chat Communications (Audio message) £¬Retention Policy£ºStored for 7 days on our servers and deleted automatically upon expiry of such period.
0	0	Chat Communications (Text) £¬Retention Policy£ºStored for the lifetime of your use of the Game, until account deletion in accordance with your request, upon which it will be deleted within 7 days
2	0	Where you do not request for account deletion, such data will be retained for 1 year after the Game is shut down, before it is deleted
0	0	OpenID£¬Retention Policy£ºStored for the lifetime of your use of the Game, until account deletion in accordance with your request, upon which it will be deleted within 15 days
2	0	Where you do not request for account deletion, such data will be retained for 1 year after the Game is shut down, before it is deleted.
0	0	IP Address£¬Retention Policy£ºStored for the lifetime of your use of the Game, until account deletion in accordance with your request, upon which it will be deleted within 15 days
2	0	Where you do not request for account deletion, such data will be retained for 1 year after the Game is shut down, before it is deleted.
0	0	Device ID, Device Information£¬Retention Policy£ºStored for the lifetime of your use of the Game, until account deletion in accordance with your request, upon which it will be deleted within 30 days
2	0	Where you do not request for account deletion, such data will be retained for 1 year after the Game is shut down, before it is deleted.
0	0	Advertising ID£¬Retention Policy£ºStored for the lifetime of your use of the Game, until account deletion in accordance with your request, upon which it will be deleted within 15 days
2	0	Where you do not request for account deletion, such data will be retained for 1 year after the Game is shut down, before it is deleted
2	2	until account deletion in accordance with your request) and then for the duration of any retention periods for which such data must be retained in order to comply with our legal obligations.
0	0	Customer Support Ticket ID & User Communications with Support£¬Retention Policy£ºSupport data is deleted within 30 days of a lawful request from you for the erasure of such data (see the Erasure section of this privacy policy).
0	0	Security-Related Information £¬Retention Policy£ºStored for the lifetime of your use of the Game, until account deletion in accordance with your request, upon which it will be deleted within 30 days
0	2	Survey Information£¬Retention Policy£ºStored for: (a) if you provide your email as part of the survey, up to 6 months (in order for us to follow up with you) and then the data is anonymised; or (b) if you do not provide your email as part of the survey, up to 1 month and then the data is anonymised.
0	2	Personal Information is kept until the end of its life cycle (as set out in the retention policy above)
0	2	When destroying personal information, measures will be taken to make the personal information irrecoverable or irreproducible, and electronic files which contain personal information will be deleted permanently using a technical method which makes the files irreproducible
2	0	In the event that the processing and retention period have terminated, but personal information is required to be retained continuously for other reasons including for the purposes as prescribed under applicable laws, the relevant personal information will be stored and maintained separately from other types of personal information
0	0	If you require us to destroy your personal information before the end of its life cycle (as set out in the retention policy above), we will destroy your personal information in accordance with local laws.
0	0	is section (¡°Your Rights?? applies to users that are located in the European Economic Area only.
5	0	You have certain rights in relation to the personal information we hold about you
0	0	Some of these only apply in certain circumstances (as set out in more detail below)
0	0	We must respond to a request by you to exercise those rights without undue delay and at least within one month (though this may be extended by a further two months in certain circumstances)
4	0	To exercise any of your rights, please email us at support@tap4fun.com.
5	5	You have the right to access personal information we hold about you, how we use it, and who we share it with
5	0	You can access the personal information you have made available as part of your account by logging into your Game account and by contacting support@tap4fun.com
4	0	If you believe we hold any other personal information about you, please email us at support@tap4fun.com.
9	9	You have the right to receive a copy of certain personal information we process about you
0	0	This comprises any personal information we process on the basis of your consent (e.g., certain survey information) or pursuant to our contract with you , as described in the section ¡°How We Use Your Personal Information??
9	0	You have the right to receive this information in a structured, commonly used and machine-readable format
5	0	You also have the right to request that we transfer that personal information to another party
0	0	If you wish for us to transfer such personal information to a third party, please ensure you detail that party in your request
0	0	Note that we can only do so where it is technically feasible
0	0	Please note that we may not be able to provide you with personal information if providing it would interfere with another¡¯s rights (e.g., where providing the personal information we hold about you would reveal information about another person or our trade secrets or intellectual property).
6	6	You have the right to correct any personal information held about you that is inaccurate
5	5	You can access the personal information you have made available as part of your account by logging into your Game account
4	0	If you believe we hold any other personal information about you and that information is inaccurate, please email us at support@tap4fun.com.
6	6	You can delete your account, or remove certain personal information, by logging into your Game account.
4	0	 If there is any other personal information you believe we process that you would like us to erase, please email us at support@tap4fun.com.
6	0	You may request that we erase the personal information we hold about you in the following circumstances:
0	0	you believe that it is no longer necessary for us to hold such personal information;
0	0	you believe the personal information we hold about you is being unlawfully processed by us
7	0	You can also exercise your right to restrict our processing of your personal information (as described below) whilst we consider your request
0	0	We may need to retain personal information if there are valid grounds under data protection laws for us to do so (e.g., for the defence of legal claims or freedom of expression) but we will let you know if that is the case
6	0	Where you have requested that we erase personal information that has been made available publicly on the Game Services and there are grounds for erasure, we will use reasonable steps to try to tell others that are displaying the personal information or providing links to the personal information to erase it too.
3	0	5.Restriction of Processing to Storage Only
7	7	You have a right to require us to stop processing the personal information we hold about you other than for storage purposes in certain circumstances
0	0	Please note, however, that if we stop processing the personal information, we may use it again if there are valid grounds under data protection laws for us to do so (e.g., for the defence of legal claims or for another¡¯s protection)
0	0	As above, where we agree to stop processing the personal information, we will try to tell any third party to whom we have disclosed the relevant personal information so that they can stop processing it too.
7	0	You may request we stop processing and just store the personal information we hold about you where: 
2	0	you believe the personal information is not accurate for the period it takes for us to verify whether it is accurate;
7	0	you wish to erase the personal information as the processing we are doing is unlawful but you want us to retain the personal information but just store it instead;
0	0	you wish to erase the personal information as it is no longer necessary for our purposes but you require it to be stored for the establishment, exercise or defence of legal claims.
8	8	You have the right to object to our processing of personal information about you
0	0	We will consider your request in other circumstances as detailed below by emailing us at support@tap4fun.com .
0	0	We may from time to time send you announcements when we consider it necessary to do so (such as when we temporarily suspend Game access for maintenance, or security, privacy or administrative-related communications)
0	0	You may not opt-out of these service-related announcements, which are not promotional in nature.
0	0	We have implemented administrative, physical and technical security measures that are designed to protect your information from loss, theft, misuse, unauthorized access, disclosure, alteration and destruction
0	0	You should understand though that, despite our efforts, no security can be guaranteed as impenetrable.
0	0	We do not knowingly collect or solicit personal information from or direct or target interest based advertising to anyone under the age of 16 or knowingly allow such persons to use our Services.
0	0	 If you are under 16, please do not send any information about yourself to us, including your name, address, telephone number, or email address
0	0	No one under the age of 16 may provide any personal information
0	0	In the event that we learn that we have collected personal information from a child under age 16, we will delete that information as quickly as possible
0	4	If you believe that we might have any information from or about a child under the age of 16, please contact us.
0	0	Tap4Fun Service may contain links to other sites, applications, and services
0	0	Because Tap4Fun does not operate those other sites, applications, and services, we cannot take responsibility for the privacy practices of the entities that operate them
0	0	We recommend that you consistently check privacy policies to understand an operator¡¯s practices
0	0	As a reminder, this policy describes Tap4Fun¡¯s practices.
0	0	Tap4Fun may update this privacy policy from time to time
0	0	When we update it, we will revise the Last Updated date above
0	0	If we make material changes in the way we collect, use, retain or share your personal information, we will notify you by sending you an email at the last email address that you provided us, or by posting notice of the changes on the services covered by this privacy policy.
0	0	We may transfer information that we collect about you to affiliated entities, or to other third parties across borders and from your country or jurisdiction to other countries or jurisdictions around the world
0	0	Please note that these countries and jurisdictions may not have the same data protection laws as your own jurisdiction, and we take steps to ensure adequate safeguards are in place to enable transfer of information and the use and disclosure of information about you, including personal information, as described in this Policy.
4	4	Questions, comments and requests regarding this policy are welcomed
4	4	Please contact us via email at support@tap4fun.com , via phone at 0086-028-83313298, or via regular mail at Tap4Fun Co., Ltd, Attn: Privacy Administrator, Building A3, Tianfu software park, high-tech zone, Chengdu, Sichuan, China.
10	4	In the event that you wish to make a complaint about how we process your personal information, please contact us in the first instance at support@tap4fun.com and we will endeavor to deal with your request as soon as possible
0	0	This is without prejudice to your right to launch a claim with the data protection authority in the country in which you live or work where you think we have infringed data protection laws.
