labelpredict	labelreal	review
0	0	To enable user-to-user communications;
3	0	To provide technical support and respond to user inquiries;
0	0	To prevent fraud or potentially illegal activities, and enforce our Terms of Use;
3	0	To deliver and target advertising;
0	0	To notify users of in-Service updates;
0	0	To provide in-Service leader boards and promote in-Service player achievements;
3	0	To solicit input and feedback to improve MZ group company products and services and customize your user experience;
0	0	To inform users about new products or promotional offers;
0	0	To engage in commonly accepted practices, such as contacting you at the email address we have on file if you are a potential winner in a sweepstakes; and
3	0	To improve and develop our products and Services.
0	0	One important use of your information is communication
0	3	If you have provided your e-mail address to us, we¡¯ll use it to respond to (i) customer support inquiries, (ii) keep you informed of your in-Service activity, including comments from friends, notifications about in-Service status and requests, and (iii) provide you with details of our similar games or Services, unless you have asked us to stop sending you our marketing material or opted out from our electronic marketing communications
0	0	Some messages, such as invites for friends to join you in a Service, may include your name and profile photo
0	0	If you are not a current user, we will send promotional e-mail messages and promotional messages directly or in partnership with third parties only if you have provided your prior consent in accordance with the relevant laws and regulations for us to do so.
3	3	We may use the information we hold about you to promote our Services in any one of the following ways:
0	0	Showing you promotions for our other games or Services;
3	0	Sending you marketing materials by email.
3	0	What information do we use for marketing?
0	0	Find out more
0	0	If you are located in a country in the European Union, the European Economic Area, or Switzerland, we explain in this Privacy Policy the legal bases which we rely upon in processing your information.
0	0	Find out more
0	0	Mobile War shares your personal data with MZ (as the controller) and we will share your personal data with our Affiliates including in the United States
0	0	Please be aware that the US and other jurisdictions may have a lower standard of data protection laws than your own jurisdiction
0	0	We will also share your personal data with third party recipients (i.e., parties other than the MZ group of companies) including outside the European Economic Area, in the following circumstances:
0	0	We provide your information to third party recipients
0	0	These categories of recipients include:
0	0	Hosting providers to store the personal data you provide and for disaster recovery services, as well as for the performance of any contract we enter into with you;
0	0	Email delivery providers that provide us with email delivery services;
3	0	Provided you have consented, advertisers, ad exchanges and other adtechnology companies that require the data to select and serve relevant advertisements to you and others, and assist us in other marketing efforts;
0	0	Data analysis providers including Google Analytics that assist us in the improvement and optimization of the websites and apps, and data analysis.
0	0	We direct all such third party recipients to maintain the confidentiality of the information disclosed to them and to not use your information for any purpose other than to provide services on our behalf.
0	0	In the event that Mobile War or MZ undergoes a business transition, such as a merger, acquisition by another company, or sale of all or a portion of its assets, we may transfer all of your information, including personal data, to the successor organization in such transition
0	0	In such case, we will first notify you in accordance with local law requirements, if any, regarding those items of personal data that will be transferred, the name and contact details of the recipient, and inform you of how you can withdraw consent thereto.
0	0	Your information, and the contents of all of your online communications (including without limitation chat text, voice communications and IP addresses) may be accessed and monitored as necessary to provide the Service and may be disclosed: (i) when we have a good faith belief that we are required to disclose the information in response to legal process (for example, a court order, search warrant or subpoena); (ii) to satisfy any applicable laws or regulations; (iii) where we believe that the Service is being used in the commission of a crime, including to report such criminal activity or to exchange information with other companies and organizations for the purposes of fraud protection and credit risk reduction; (iv) when we have a good faith belief that there is an emergency that poses a threat to the health and/or safety of you, another person or the public generally; and (v) in order to protect our rights or property.
0	0	Our Services (including websites, games, and applications) are not intended for children (aged 13 or such higher age as required by applicable law)
0	0	We do not knowingly collect or solicit any personal data from children and we do not knowingly allow children to register for or use the Services
0	0	Children should not use our Services or send us any personal data about themselves at any time
0	0	In the event that we learn that we have inadvertently gathered personal data from children, we will take reasonable measures to promptly erase such information from our records
4	0	If you believe that we might have information from or about a child, please contact us.
0	0	(a) Information we receive from a social networking site (SNS)
0	0	To manage the information Mobile War receives about you from an SNS where you use our Services, you will need to follow the instructions at that site for updating your information and changing your privacy settings
0	0	The privacy management tools for applications on Apple can be found here
0	0	The privacy management tools for Google can be found here
0	0	The privacy management tools for Amazon can be found here
0	0	You can manage certain aspects of information collection and use by going to the settings of your (mobile) device and reviewing the permissions of each application.
0	6	Once Mobile War receives your information from an SNS, that information is stored and used by Mobile War in accordance with this Privacy Policy, and you may access and update that information as described below.
0	0	 Service or other accounts created with Mobile War are considered active until we receive a user request to delete them or deactivate them.
0	5	Other methods of accessing or controlling your information
0	8	If you no longer want Mobile War to make active use of your information, you may send an e-mail to support@mobilewar-online.com.
0	6	Place Delete My Account in the subject line and include your first name, last name, e-mail address and user ID number from which you access our Services (if applicable) in the body of the e-mail.
0	0	 If you do so, you will no longer have access to the game account or services associated with your account
0	6	Other steps you should take should you wish to delete your account include disassociating your Facebook account from our mobile games and deleting the game from your mobile device.
6	6	Please note that if ask us to delete your account all your progress in the game and any unused virtual items will be lost and we may not be able to restore them in the future.
0	0	 We will respond to your request within thirty (30) days
3	0	Mobile War may use your information unless and until you send Mobile War such a request
0	0	Please note that your information, for example those records pertaining to payments or customer service matters, may be retained for legal and accounting purposes
0	0	If you have sent or posted content on the Service, we may not be able to delete it.
6	6	If you wish to review, change or correct the information Mobile War has about you, e-mail us at support@mobilewar-online.com
0	0	You can turn off push notifications and local notifications by visiting the notifications page within the relevant Service.
0	0	You can stop further use of your geo-location by visiting your device's settings for the relevant application or the settings page for the relevant Service.
4	4	If you have additional questions about this Privacy Policy, contact us at support@mobilewar-online.com
0	0	If you are located in a country in the European Union, the European Economic Area, or Switzerland, you have certain rights in relation to the personal data we hold about you, which we detail below, and which are subject to exemptions under applicable data privacy laws
0	0	Some of these only apply in certain circumstances as set out in more detail below
0	0	We also set out how to exercise those rights
0	0	Please note that we may require you to verify your identity before responding to any requests to exercise your rights
0	0	We will respond to a request by you to exercise those rights without undue delay and at least within one month (although this may be extended by a further two months in certain circumstances)
0	4	To exercise any of your rights, please send an email to support@mobilewar-online.com.
0	0	We may decline to process requests in certain circumstances, such as where requests are manifestly unfounded or excessive or requests that jeopardize the privacy of others.
0	0	Find out more
0	0	When you install our apps on your mobile device you can choose to receive push notifications
0	0	Where you opt to receive push notifications, will send push notifications to your mobile device to provide Service updates and other relevant messages
0	0	You can turn off push notifications by visiting the options or settings page within the relevant Service
0	0	You may also receive local notifications
0	0	You can turn off local notifications by visiting the options or settings page within the relevant Service.
2	2	We retain your personal data for the duration of your account, as long as reasonably necessary to provide you the services, and for such periods necessary to comply with the law.
6	0	In the event you request deletion of your personal data in accordance with the process explained above, we will delete it as specified above
0	0	Please note that we may retain information needed to resolve disputes, enforce our user agreements, protect our legal rights, and comply with technical and legal requirements and constraints
0	0	For example, we may retain records pertaining to payments or customer service matters
0	0	If you have sent or posted content on the Service, we may not be able to delete it.
0	0	Our Services may contain links to third-party websites
0	0	We are not responsible for the privacy practices or the content of such websites
0	0	If you have any questions about how these other websites use your information, you should review their policies and contact them directly.
0	0	We implement reasonable security measures to protect the security of your information both online and offline, and we are committed to the protection of customer information
0	0	While we take reasonable precautions against possible security breaches of our Services and our customer databases and records, we cannot guarantee that unauthorized access, hacking, data loss, or other breaches will never occur
0	0	Unfortunately, the transmission of information over the Internet is not completely secure
0	0	Although we strive to protect your personal data, we cannot guarantee the security of your data while it is being transmitted to our site; any transmission is at your own risk
0	0	Once we have received your information, we have procedures and security features in place to try to prevent unauthorized access
0	0	We urge you to take steps to keep your personal information safe (including your account password), and to log out of your account after use
0	0	If your account is hacked, this may lead to unauthorized access to your Mobile War Services, so be careful to keep your account information secure
4	4	If you have questions about the security of our Services, please contact us at support@mobilewar-online.com.
0	0	As you are contracting for the Services with Mobile War, which is a US company, any information you provide to us, or that we collect through your use of the Services that is necessary to provide you the Services, will be stored, processed, and transferred within, or to, the United States
0	0	As a result, your information could be accessed by foreign governmental authorities, or otherwise, in accordance with applicable local laws.
0	0	Please be aware that the US and jurisdictions other than the one in which you are located will not have the same data protection laws as your own jurisdiction.
0	0	Your personal data is also processed by staff or service providers operating outside the EEA in the United States, who work for us
0	0	If we transfer your information outside of your country of residence, we will protect that information as described in this Privacy Policy.
0	0	If we decide to make material changes to our Privacy Policy, we will notify you and other users by placing a notice on www.mobilewar-online.com or by sending you a notice to the e-mail address we have on file for you
0	0	We may supplement this process by placing notices in our Services and on other Mobile War websites
0	0	It is your responsibility to periodically check this privacy page for updates.
4	4	If you have any questions, comments or concerns regarding our Privacy Policy and/or practices, please send an e-mail to support@mobilewar-online.com.
0	0	 We will seek to respond to any complaints within thirty (30) Days.
0	0	The following additional information applies, and supplements the above Privacy Policy, if your personal information is collected from one of the countries below:
4	4	You can opt out of receiving commercial electronic messages (such as emails) from us at any time by contacting support@mobilewar-online.com.
0	0	 Your consent to disclosure outside Australia under this policy means that we will not be accountable to you under the Privacy Act for acts and practices of recipients outside Australia.
0	0	Personal information maintained and processed by us and third party service providers in the U.S
0	0	and other foreign jurisdictions may be subject to disclosure pursuant to a lawful access request by U.S
0	0	We will not provide your information to third parties for marketing purposes without your prior consent.
0	0	We comply with Japanese laws and regulations, including the Act on the Proction of Personal Information (the PIPA).
0	0	For more information on what information Google collects and how it uses this data, go to https://www.google.com/intl/ja/policies/privacy/
0	0	If you prefer not to receive relevant advertising on web pages, please follow the instruction provided by Google at https://www.google.com/intl/ja/policies/privacy/
0	0	If you delete your cookies, use a different browser or buy a new computer, you will need to renew your opt-out choice.
0	0	Privacy Policy Terms of Use Company info Contact Us
0	0	World War Rising is a trademark of Mobile War, LLC in the United States and other jurisdictions
0	0	 Other trademarks and copyrights are the property of their respective owners.
