labelpredict	labelreal	review
0	0	New Relic (New Relic Inc.): New Relic is a monitoring service provided by New Relic Inc
0	0	The way New Relic is integrated means that it filters all traffic of Tandem, i.e., communication between the Application and the User¡¯s browser or device, while also allowing analytical data on Tandem to be collected
0	0	Personal Data collected: various types of data as specified in the privacy policy of the service
0	0	This type of service makes it possible to communicate with users outside of the app, e.g
0	0	They may manage a database of email contacts, phone contacts or any other contact information to communicate with the user
1	0	These services may also collect data concerning the date and time when the message was viewed by the user, as well as when the user interacted with it, such as by clicking on links included in the message.
0	0	Firebase Cloud Messaging (Google Inc.): Firebase Cloud Messaging is a message sending service provided by Google, Inc
0	0	Firebase Cloud Messaging allows the Owner to send messages and notifications to Users across platforms such as Android, iOS, and the web
0	0	Messages can be sent to single devices, groups of devices, or specific topics or User segments
0	0	Personal Data collected: various types of data as specified in the privacy policy of the service
0	0	OneSignal (Lilomi, Inc.): OneSignal is a message sending service provided by Lilomi, Inc
0	0	OneSignal allows Tandem to send messages and push notifications to Users across platforms such as Android, iOS, and the web
0	0	Messages can be sent to single devices, groups of devices, or specific topics or User segments
0	0	Depending on the permissions granted to Tandem, the data collected may also include precise location (i.e
0	0	GPS-level data) or WiFi information, apps installed and enabled on the user¡¯s device
0	0	Tandem uses identifiers for mobile devices (including Android Advertising ID or Advertising Identifier for iOS, respectively) and technologies similar to cookies to run the OneSignal service
3	0	The data collected may be used by the service provider for interest-based advertising, analytics and market research
0	0	In order to understand OneSignal¡¯s use of data, consult OneSignal¡¯s privacy policy
0	0	Users may opt out of receiving push notifications by visiting their device settings, such as the notification settings for mobile phones, and then changing those settings for some or all of the apps on the particular device
0	0	Interest-based advertising opt-out: users may opt-out of OneSignal advertising features through applicable device settings, such as the device advertising settings for mobile phones
0	0	Different device configurations, or updates to devices, may affect or change how these indicated settings work
1	0	Personal Data collected: cookies, email address, geographic position, language, unique device identifiers for advertising (Google Advertiser ID or IDFA, for example), usage data and various types of data as specified in the privacy policy of the service
0	0	Place of processing: United States ??Privacy Policy ??opt out.
0	0	SparkPost (Message Systems, Inc.): SparkPost is an email address management and message sending service provided by Message Systems, Inc
0	0	Personal Data collected: email address and various types of data as specified in the privacy policy of the service
0	0	The services contained in this section enable us to monitor and analyze web and mobile traffic and can be used to keep track of how Tandem is used by users.
0	0	Analytics collected directly (Tandem): Tandem uses an internal analytics system that does not involve third parties
0	0	Personal Data collected: cookies and usage data.
0	0	Google Analytics (Google Inc.): Google Analytics is a web analysis service provided by Google Inc
3	0	Google utilizes the data collected to track and examine the use of Tandem, to prepare reports on its activities and share them with other Google services
3	0	Google may use the data collected to contextualize and personalize the ads of its own advertising network
0	0	Personal Data collected: cookies and usage data
0	0	Google Analytics for Firebase (Google Inc.): Google Analytics for Firebase or Firebase Analytics is an analytics service provided by Google Inc
3	0	In order to understand Google¡¯s use of data, consult Google¡¯s partner policy
0	0	Firebase Analytics may share data with other tools provided by Firebase, such as Crash Reporting, Authentication, Remote Config or Notifications
0	0	The user may check this privacy policy to find a detailed explanation about the other tools used by the owner
0	0	Tandem uses identifiers for mobile devices (including Android Advertising ID or Advertising Identifier for iOS, respectively) and technologies similar to cookies to run the Firebase Analytics service
0	0	Users may opt out of certain Firebase features through applicable device settings, such as the device advertising settings for mobile phones or by following the instructions in other Firebase related sections of this privacy policy, if available
1	0	Personal Data collected: cookies, unique device identifiers for advertising (Google Advertiser ID or IDFA, for example) and usage data
0	0	Adjust (Adjust GmbH): Adjust is an analytics and ad attribution service provided by Adjust GmbH
0	0	Personal Data collected: Cookies, Device Identifiers and Usage Data
0	0	Facebook Ads conversion tracking (Facebook, Inc.): Facebook Ads conversion tracking is an analytics service provided by Facebook, Inc
0	0	that connects data from the Facebook advertising network with actions performed on Tandem
0	0	Personal Data collected: cookies and usage data
0	0	Facebook Analytics for Apps (Facebook, Inc.): Facebook Analytics for Apps is an analytics service provided by Facebook, Inc
0	0	Personal Data collected: usage data and various types of data as specified in the privacy policy of the service
0	0	HockeyApp (Microsoft Inc.): HockeyApp is an analytics service provided by Bit Stadium GmbH
0	0	Personal Data collected: cookies and usage data
0	0	TestFlight (Apple Inc.): TestFlight is an analytics service provided by Apple Inc
1	0	Personal Data collected: Cookies, email address and usage data
0	0	WordPress Stats (Automattic Inc.): WordPress Stats is an analytics service provided by Automattic Inc
0	0	Personal Data collected: cookies and usage data
0	0	Tandem may collect, use, and share user location data in order to provide location-based services
0	0	Most browsers and devices provide tools to opt out from this feature by default
0	0	If explicit authorization has been provided, the user¡¯s location data may be tracked in order for Tandem to show Tandem partners nearby
0	0	Personal data collected: geographic position.
0	0	Our customer support platform allows us to manage support and contact requests received via email or by other means, such as the contact form
3	0	The personal data processed depends on the information provided by the user in the messages and the means used for communication (e.g
0	0	Zendesk (Zendesk, Inc.): Zendesk is a support and contact request management service provided by Zendesk Inc
0	0	Personal Data collected: various types of data as specified in the privacy policy of the service
3	0	banners and native ads) help us to earn money and continue to provide most features of Tandem for free.
0	0	When we share your age, gender and location with advertisers, the ads you see on Tandem are more relevant to you and we earn more from them
0	0	If you don¡¯t want your information to be shared, you can switch this off at any time.
0	0	Also, this does not mean that all Personal Data is used for this purpose
0	0	Information and conditions of use are shown below.
0	0	Some of the services listed below may use cookies or mobile advertising identifiers to identify users or they may use the behavioral retargeting technique, i.e
0	0	displaying ads tailored to the user¡¯s interests and behavior, including those detected outside Tandem
0	0	For more information, please check the privacy policies of the relevant services.
0	0	In addition to any opt-out offered by any of the services below, the user may opt out of a third-party service¡¯s use of cookies by visiting the Network Advertising Initiative opt-out page
0	0	Another option for disabling ad personalization is the preference management of YourOnlineChoices https://youronlinechoices.com.
0	0	AdMob (Google Inc.): AdMob is an advertising service provided by Google Inc
3	0	In order to understand Google¡¯s use of data, consult Google¡¯s partner policy
1	0	Personal Data collected: cookies, unique device identifiers for advertising (Google Advertiser ID or IDFA, for example) and usage data
0	0	AppNexus (AppNexus Inc.): AppNexus is an advertising service provided by AppNexus Inc
0	0	Personal Data collected: cookies and usage data
0	0	DoubleClick for Publishers (Google Inc.): DoubleClick for Publishers is an advertising service provided by Google Inc
0	0	that allows the owner to run advertising campaigns in conjunction with external advertising networks that the owner, unless otherwise specified in this document, has no direct relationship with
0	0	In order to opt-out from being tracked by various advertising networks, Users may make use of Youronlinechoices
3	0	In order to understand Google¡¯s use of data, consult Google¡¯s partner policy
0	0	This service uses the ¡°Doubleclick??Cookie, which tracks use of Tandem and User behavior concerning ads, products and services offered
0	0	Users may decide to disable all the Doubleclick Cookies by clicking on: google.com/settings/ads/onweb/optout?hl=en
0	0	Personal Data collected: Cookies and Usage Data
0	0	Facebook Audience Network (Facebook, Inc.): Facebook Audience Network is an advertising service provided by Facebook, Inc
3	0	In order to understand Facebook¡¯s use of Data, consult Facebook¡¯s data policy
0	0	Tandem may use identifiers for mobile devices (including Android Advertising ID or Advertising Identifier for iOS, respectively) and technologies similar to cookies to run the Facebook Audience Network service
0	0	One of the ways Audience Network shows ads is by using the User¡¯s ad preferences
0	0	The User can control this in the Facebook ad settings
0	0	Users may opt out of certain Audience Network targeting through applicable device settings, such as the device advertising settings for mobile phones or by following the instructions in other Audience Network related sections of this privacy policy, if available
0	0	Personal Data collected: Cookies, unique device identifiers for advertising (Google Advertiser ID or IDFA, for example) and Usage Data
0	0	Ltd.): is an advertising service provided by InMobi Pte
0	0	Personal Data collected: Cookies and Usage Data
0	0	is an advertising service provided by MoPub Inc
0	0	Personal Data collected: Cookies and Usage Data
0	0	Fyber (SponsorPay GmbH): Fyber is an advertising service provided by Fyber GmbH
0	0	Personal Data collected: Cookies and Usage Data
0	0	MobFox (MobFox Mobile Advertising GmbH): MobFox is an advertising service provided by MobFox Mobile Advertising GmbH
0	0	Personal Data collected: Cookies and Usage Data
0	0	MoPub (MoPub Inc.): is an advertising service provided by MoPub Inc
0	0	Personal Data collected: Cookies and Usage Data
0	0	The services contained in this section allow the Tandem to track and analyze the user response concerning web traffic or behavior regarding changes to the structure, text or any other component of Tandem.
0	0	Firebase Remote Config (Google Inc.): Firebase Remote Config is an A/B testing and configuration service provided by Google Inc
0	0	Personal Data collected: various types of data as specified in the privacy policy of the service
6	5	As a Tandem user, you have the right to access, rectification, right to object, to complaint, erasure and blockage
5	5	You have the right to request information about whether and which personal data is processed by our company
6	6	You also have the right to demand that your personal data is rectified or amended.
6	0	Under certain circumstances, you have the right to request that your personal data should be deleted, e.g
0	0	by tapping ¡°Delete Account??in My Profile/Settings.
7	7	Under certain circumstances, you have the right to demand that the processing of your personal data should be restricted.
8	0	You can withdraw your consent to the processing and use of your data completely or partially at any time with future application.
9	9	You have the right to obtain your personal data in a common, structured and mechanically readable format, e.g
4	0	If you have any questions, comments, complaints or requests in connection with our statement on data protection and the processing of your personal data, you can also contact our data protection officer in detail.
10	10	You also have the right to complain to the responsible supervisory authority if you believe that the processing of your personal data is in violation of the legislation.
4	0	You reach us as follows: Tripod Technology GmbH, Hanomaghof 2, 30449 Hannover, Germany or at privacy@tandem.net.
0	0	We undertake to reply to questions relating to data protection within five business days.
0	0	Insofar as this is not expressly stated, when data is collected, the provision of data is neither required nor obligatory.
0	0	We reserve the right to make amendments at any time to this data privacy statement for future effect.
0	0	Become a tutor
0	0	Tandem - Mobile Language Exchange is licensed by Tandem Fundazioa
3	0	We use cookies and Google Analytics to ensure the best experience on our website
