labelpredict	labelreal	review
3	3	develop and test new products and features
0	3	automatically update the APP on your device Waka or other Users may run contests, special offers or other events or activities (Events) on the Servic
0	0	If you do not want to participate in an Event, do not use the particular Metadata (i.e
0	0	hashtag or geotag) associated with that Event.
0	0	If I put other information about me on the Waka, what does Waka do with it?
0	0	Waka is a free social Live app, which provides you to voice chat with your friends
0	0	In the app, you can find new friends, go Live, join a Live, send gifts, get profits by receiving gifts
0	0	When using the Service you should assume that anything you post or submit will be publicly viewable and accessible, both by users of the Service and non-Users of the Service
0	0	You can also use our messaging/charting features which allow you to communicate with other users in public and/or privately
0	0	We recommend and encourage you (and all our users) to think carefully about the information you disclose about yourselves
0	0	We also do not recommend that you put email addresses, URLs, instant messaging details, phone numbers, full names or addresses, credit card details, national identity numbers, drivers??licence details and other sensitive information in your Profile which is open to abuse and misuse.
0	0	Please be careful about posting sensitive details about yourself on you Profile such as your religious denomination and health details
0	0	While you may voluntarily provide this information to us when you create your Profile, including your sexual preferences and ethnic background, there is no requirement to do so
0	0	Please remember that photographs or any video clips that you post on Waka may reveal these kinds of sensitive personal data
0	0	Where you do upload and choose to tell us sensitive information about yourself, you are explicitly consenting to our processing your information and making this public to other users.
0	0	When you post information about yourself or use the messaging, the amount of personal information you share is at your own risk
0	0	If you post anything that is inconsistent with our Terms of Service we reserve the right to terminate your account.
1	0	Can Waka collect information about me from other sites I use, such as Facebook?
0	0	You can register with third party accounts on Waka
0	0	Remember that when you register with a Waka partner, you are also giving them personal information, so we recommend that you read their privacy policies as Waka does not control how they use their information.
0	0	If you have have registered on one of our partner websites, or you have verified your account via a partner website, we may connect your Waka profile with your profile on such partner website
3	0	We may do this by way of new products and applications which we introduce from time to time, including new products powered by our group companies.
1	0	Does Waka collect any other personal information about me?
0	3	If you contact our Customer Support team via feedback features in our Service or through any other means, we may receive your email address, your IP address as well as the information you send to us to help resolve your query
0	0	When you provide feedbacks to us you automatically consent us to receive and use such information
0	0	You also consent that we are allowed to keep records of our communications with you, including any complaints that we receive from you about other users (and from other users about you).
3	2	Does Waka use my personal information for any other purpose?
3	3	We may use material that you post on the open access areas of Waka in advertising and promotional materials on our partner sites and partner products
0	0	We believe these uses allow us to improve our site and better tailor your online experience to meet your needs.
0	0	When I put information about myself on Waka, what do the other users see?
0	0	To ensure you get to meet as many people as possible on Waka, other users get to see all information on your Profile
0	0	Any information you choose to provide should reflect how much you want other Waka users to know about you.
0	0	What am I allowed to do with other user¡¯s personal information?
3	0	Use it to meet new friends and make new contacts! Beware that you may not use other users' information for commercial purposes, to spam, to harass, to threat, or in any illegal activity
0	0	Waka reserves the right to terminate accounts from those who misuse other users' information.
0	0	What information does Waka collect about my friends and contacts
0	8	With your consent, we may receive and use your contacts list information on your phone, and other information you provide us for providing better service for you
0	0	If you use invitation/share features in our Service, we may send your friends and acquaintances invitation messages in your name.
0	0	Does Waka sell my information to other parties?
0	0	We do not sell or rent out any personal information about you to any third party
0	0	Waka discloses aggregated non-personal data for marketing and promotional purposes
0	0	That means we do not disclose any information that could be used to identify you.
0	0	Does Waka disclose my information to other parties?
0	0	We may share aggregated information with such parties as Facebook that includes your personal information (but which doesn¡¯t identify you directly), together with other information including log data with third parties for industry analysis and demographic profiling.
0	0	Waka also wishes to maintain a healthy community, and we will cooperate with all third parties to enforce their intellectual property or other rights
0	0	We will also cooperate with law enforcement enquiries from within and/or outside your country of residence
0	0	This may include disclosing your personal information to government or law enforcement agencies, or private parties, to protect the rights, property or safety of Waka and the users of APP, or to protect public interest when we have a good faith belief that disclosure is required by law or when we, in our discretion, believe that disclosure is necessary to protect our legal rights, or those of third parties and/or to comply with a judicial proceeding, court order, or legal process served on us
0	0	In such cases, we may raise or waive any legal objection or right available to us.
0	0	Waka is a global social application operating through servers located in a number of countries around the world, including the United States
0	0	If you live in a country with data protection laws, the storage of your personal data may not provide you with the same protections as you enjoy in your country of residence
0	0	By submitting your personal information, or by choosing to upgrade the services you use, or by making use of the applications available on Waka, you agree to the transfer of your personal information to, and storage and processing of your personal information in, any such countries and destinations.
0	0	How does Waka protect my personal information?
0	0	Waka has implemented reasonable and appropriate security measures to protect and prevent the loss, misuse, and alteration of the information under our control, including your personal information
0	0	Waka uses reasonable security measures to safeguard the confidentiality of your personal information such as secured servers using firewalls
0	0	Our technical experts at Waka work hard to ensure your secure use of our site.
0	0	While we take reasonable precautions against possible security breaches of our website, member database and records, no website or Internet transmission is completely secure and we cannot guarantee that unauthorised access, hacking, data loss, or other breaches will never occur
0	0	We urge you to take steps to keep your personal information safe (including your password) and to log out of your account after use.
0	0	We cannot guarantee the security of your personal data while it is being transmitted to our site
0	0	Any transmission is at your own risk
0	0	Once we have received your information we have procedures and security features in place to try to prevent unauthorised access.
0	0	How do I help keep my information secure?
0	0	You may not disclose your password to any third parties or share it with any third parties
6	0	If you lose your password or give it out, your personal information may be compromised
4	0	If that happens, please report it to our customer service via Feedback
0	0	Waka cannot be held responsible for your failure to keep your password secure and failure to do so may violate our Terms of Service.
0	5	You can review
6	6	revise your profile information at any time.
0	0	 Once you register, you will be able to review and change much of your personal information
0	0	All rights are reserved
0	0	All materials in APP are the property of Waka and are protected by the copyright laws all over the world
0	0	You are authorized to use Waka and its contents solely for your personal, non-commercial purpose unless receiving specific written permission from Waka.
0	0	The trademarks and logos displayed on this site (Trademarks) are the property of Waka and their respective owners
0	0	You are not permitted to use these Trademarks without the prior written consent of Waka or the respective owners.
0	0	Waka provide all materials in as is basis, and hereby disclaims any representations or warranties (expressed or implied) of any kind, including without limitation, any warranties of merchantability, fitness for a particular purpose, non-infringement or other violation of rights arising from the use, accuracy or reliability of materials of the Service or any sites linked out
0	0	You acknowledge any information transmitted may be intercepted
0	0	Waka does not warrant that its service or the servers which make the Service available or electronic communications transmitted are free from viruses, worms, horses and other items of a destructive nature.
0	0	There might be links direct you to third party web sites, these links are provided solely as a convenience for you
0	0	Waka does not endorse or make any representations or warranties about the contents, products, services available, or the security at such third party web sites.
0	0	The information you obtain while using Waka may contain certain forward-looking statements, plans and objectives with respect to the financial condition, operation and business of Waka and/or any of its affiliate
0	0	The forward-looking statements are only predictions and are not guarantees of future performance
0	0	The forward-looking statements shall be subject to risks, uncertainties, and other uncontrollable factors include, but are not limited to, levels of consumer and business spending in major economies, the levels of marketing and promotional expenditures by Waka and its competitors, raw materials and employee costs, changes in future exchange and interest rates, changes in tax rates and technical changes, which could cause actual results materially different from those expressed or forecasted in the forward-looking statements.
0	0	This Policy shall be governed by the most applicable laws to that event, which shall be decided by Waka
0	0	The jurisdiction and venue of any actions arising out of, or relating to or in any way connected with your access and/or use of this site shall be exclusively.
0	0	You will not use the Service for any purpose that is unlawful or not allowed by Waka
0	0	You may not use our Service or its contents in any manner which could damage, disable, overburden, or interfere with any person to use this Service
0	0	You may not attempt to gain unauthorized access to the Service other accounts, computer systems or networks connection through hacking, password mining or any other means
0	0	You may not use or attempt to use this Service through any means unanticipated or intentionally made available by Waka.
0	0	Waka respects intellectual property laws and has adopted the following policy toward intellectual property infringement on its products/services
0	0	Reporting Instances of Intellectual Property Violations If you believe that any materials or contents in Waka¡®s  APP infringe copyrights, trademarks, patents, or trade secrets (collectively ¡°IP Right??, please send a notice of IP Rights infringement to Waka's agent with a physical signature of the owner of the IP Right that has been allegedly infringed.
0	0	Identification of the material that is claimed to be infringing, including its location on the Waka network, with sufficient detail so that Waka is capable of finding the material and verifying its existence
0	0	Please address your intention to remove the alleged infringed materials.
1	0	Contact information, including your name, address, telephone number, and email address.
0	0	A statement by you that you have a good faith belief that the disputed use is not authorized by the IP Right owner, its agent or law.
0	0	A statement by you that the above information in your Notice is accurate and that, under penalty of perjury, you are the IP Right owner or authorized to act on the IP Right owner's behalf.
6	0	Agree to undertake compensation responsibility to Waka for any false and incorrect information addressed in above statements.
0	0	If you have received a IP Right warning from Waka, please contact the below Designated Agent for further discussions and clarifications
0	0	Waka will manage the issue in accordance with the Policy/terms and conditions specified by Waka
0	4	Designated Agent: cs@waka.media
